Name,Date,Latitude,Longitude,Precipitation,Wind Gust,Cloud Cover,Relative Humidity,Solar Energy,PDSI,NDVI,Elevation,Slope,Wildfire_Scale_Acres_Normalized,Wildfire_Scale_Acres_Quantiles,Wildfire_Scale_Acres_NWCG
Platina Fire,2022-04-27,40.44412,-122.690559,0.0,8.8,13.6,36.52,24.3,-3.2799997329711914,4074.0,462,2.218402147293091,1,1,B
111 Fire,2022-04-30,33.510716,-115.916687,0.0,34.4,0.1,21.98,30.3,-3.539999961853028,1313.0,-56,2.894191265106201,1,1,B
Pyrite Fire ,2022-05-06,34.018021,-117.462367,0.0,24.2,12.5,43.41,22.0,-3.390000343322754,1705.0,266,2.90432071685791,1,2,B
Dunnigan Fire ,2022-05-20,38.824462,-122.049621,0.0,41.8,8.5,17.09,30.7,-4.579999923706055,3489.0,108,1.5088073015213013,1,3,C
Willow Fire ,2022-05-20,38.015611,-121.998735,0.0,39.1,0.0,26.32,27.9,-2.550000190734864,3411.0,92,9.386322021484377,1,1,B
Edmonston Fire,2022-05-19,34.935583,-118.873889,0.0,43.7,0.0,33.95,28.3,-4.029999732971191,2558.0,424,21.96967506408692,1,4,D
Wilder Fire,2022-05-24,40.150329,-122.275649,0.0,32.2,0.0,17.24,28.2,-5.300000190734863,3161.0,117,3.032714366912842,1,3,B
Bull Fire ,2022-05-24,35.0155237,-120.3564497,0.0,9.4,8.7,73.18,30.9,-3.810000419616699,3723.0,253,14.033645629882812,1,2,B
Elk Fire,2022-05-26,34.090619,-116.447636,0.0,31.1,0.0,23.7,29.9,-3.390000343322754,1824.0,1166,4.759793281555176,1,4,D
River Fire ,2022-05-24,39.2333948,-122.0246463,0.0,25.2,0.0,30.28,30.8,-5.890000343322754,3364.0,19,1.5142581462860107,1,4,D
Range Fire,2022-06-03,35.199501,-118.721683,0.0,32.2,0.0,35.83,27.9,-4.659999847412109,3331.0,559,20.04399299621582,1,3,B
Old Fire,2022-05-31,38.370078,-122.270417,0.0,27.7,0.2,42.8,32.9,-3.1700000762939453,4155.0,122,8.610830307006836,1,4,D
Lost Lake Fire ,2022-05-26,34.010838,-114.484173,0.0,29.8,5.8,14.71,29.9,-3.810000419616699,1667.0,100,4.759548187255859,1,5,F
Eagle Fire,2022-06-06,35.72373,-120.56019,0.0,34.3,35.3,54.47,30.3,-3.5799999237060547,2223.0,317,3.704791784286499,1,2,B
Marsh Fire,2022-06-09,37.895892,-121.696808,0.0,21.9,0.0,47.23,14.9,-3.359999656677246,5899.0,32,0.9274099469184875,1,3,C
Park Fire,2022-06-09,39.385829,-121.431372,0.0,20.8,0.5,45.07,45.7,-2.5699996948242188,4986.0,157,15.787477493286133,1,2,B
Barrett Fire,2022-06-12,32.8134303,-116.5882585,0.0,18.3,20.5,64.53,31.6,-2.8199996948242188,5904.0,1210,2.880708694458008,1,2,B
Brandie Fire,2022-06-11,39.319804,-121.392285,0.0,23.0,11.3,39.38,28.4,-2.5799999237060547,4225.0,164,5.128101825714111,1,2,B
Border 13 Fire,2022-06-13,32.614832,-116.737119,0.0,19.7,79.4,74.5,29.2,-2.9200000762939453,2854.0,454,4.310920238494873,1,4,D
Rancho Fire,2022-06-13,40.00919,-122.45621,0.0,31.6,0.0,29.66,31.4,-5.5,3539.0,206,5.870285034179688,1,4,D
Sheep Fire,2022-06-12,34.355593,-117.61508,0.0,25.3,1.8,53.75,32.3,-3.050000190734864,3856.0,1757,8.127092361450195,1,5,D
Graham Fire,2022-06-10,40.05,-121.776,0.0,25.3,9.8,28.97,26.3,-2.3299999237060547,6121.0,602,23.2337589263916,1,3,C
Border 16,2022-06-21,32.567333,-116.750667,0.0,9.0,32.5,69.99,28.6,-3.1599998474121094,3551.0,190,18.775115966796875,1,2,B
99 Fire,2022-06-22,39.37879,-121.68694,0.0,29.8,1.5,26.61,39.9,-5.420000076293945,6834.0,28,0.0,1,2,B
Romero Fire,2022-06-23,38.42619,-121.97785,0.0,32.2,0.4,27.82,25.3,-4.090000152587891,2747.0,52,1.1837462186813354,1,4,D
Timm Fire,2022-06-23,38.42619,-121.97785,0.0,32.2,0.4,27.82,25.3,-4.090000152587891,2747.0,52,1.1837462186813354,1,1,B
Kirker Fire ,2022-06-24,37.97689,-121.908735,0.0,20.8,0.1,42.87,30.9,-3.2200002670288086,2565.0,181,30.34640121459961,1,3,B
Tesla Fire,2022-06-23,37.365652,-121.556086,0.0,14.4,15.6,52.11,29.4,-4.140000343322754,2794.0,703,19.77930450439453,1,4,D
Scenic Fire ,2022-06-23,38.046255,-122.191103,0.0,25.1,0.5,40.64,24.4,-3.810000419616699,3999.0,29,11.93891716003418,1,3,C
Roblar Fire ,2022-06-27,38.323263,-122.796221,0.0,19.7,48.1,79.07,15.7,-2.729999542236328,5117.0,56,9.832242012023926,1,2,B
Edgewood,2022-06-21,37.459222,-122.27742,0.0,31.1,2.5,37.9,31.6,-3.880000114440918,4426.0,234,3.704791784286499,1,1,B
Thunder Fire ,2022-06-22,34.936618,-118.889446,0.07,43.6,50.7,38.35,17.7,-4.060000419616699,2335.0,415,6.490441799163818,1,5,E
Redwood Fire,2022-06-27,38.163521,-122.574563,0.0,21.9,27.8,70.63,24.1,-3.25,3819.0,17,9.482728958129885,1,3,C
Burrows Fire ,2022-06-28,39.713372,-122.55002,0.0,20.8,0.0,22.98,21.8,-5.430000305175781,2624.0,264,2.7802884578704834,1,4,D
Ridge Fire,2022-06-26,41.317476,-122.359698,0.0,26.4,0.0,32.5,27.8,-3.729999542236328,6853.0,1228,5.228410243988037,1,1,B
Union Fire,2022-06-25,33.968307,-117.462524,0.0,25.2,0.0,31.05,24.6,-3.130000114440918,1762.0,226,2.9960708618164062,1,3,C
Nelson Fire,2022-06-30,39.524038,-121.650851,0.0,23.0,0.0,45.14,49.7,-4.159999847412109,5224.0,48,3.02834153175354,1,4,C
Canyon Fire ,2022-06-23,37.642217,-121.903018,0.0,16.7,2.7,42.16,26.9,-3.9499998092651367,5859.0,146,9.332852363586426,1,2,B
Camino Fire,2022-06-28,35.136141,-120.437395,0.0,10.9,30.3,70.62,27.1,-3.659999847412109,4348.0,205,5.306689739227295,1,4,D
Sandra Fire,2022-06-30,39.480813,-121.366789,0.0,23.0,0.0,40.56,49.2,-1.170000076293945,5716.0,636,10.506417274475098,1,1,B
Nome Fire,2022-07-05,39.8166571,-123.2055576,0.02,17.6,94.0,67.2,20.0,-3.380000114440918,4065.0,420,2.2122812271118164,1,1,B
Jan-Dar Fire,2022-07-04,39.42972,-121.430071,0.0,19.7,53.3,51.88,45.2,-2.039999961853028,4855.0,192,3.670523166656494,1,1,B
Table Fire,2022-07-01,37.013878,-119.576797,0.0,12.7,23.8,37.19,28.7,-4.390000343322754,3054.0,372,0.9274099469184875,1,2,B
Garrison Fire,2022-07-04,35.8640822,-120.819059,0.0,33.3,2.3,55.84,30.0,-3.060000419616699,2621.0,179,6.488492012023926,1,3,C
Porter Fire,2022-07-09,39.020051,-121.344587,0.0,19.7,0.0,45.78,31.2,-5.229999542236328,2277.0,38,1.854334115982056,1,3,C
Bay Fire,2022-07-08,39.300253,-121.372749,0.0,10.0,0.0,43.68,30.3,-2.2799997329711914,4943.0,188,14.385883331298828,1,1,B
Rices Fire,2022-06-28,39.319145,-121.192271,0.0,13.9,0.0,19.33,23.4,-2.59000015258789,6480.0,408,18.50506591796875,1,5,D
Herman Fire,2022-07-13,38.0936839,-122.1347757,0.0,38.0,34.8,64.76,24.2,-3.739999771118164,2684.0,41,4.38678789138794,1,3,C
Harbison,2022-07-12,32.7947379,-116.8460273,0.0,16.7,43.1,72.3,25.0,-3.060000419616699,2948.0,184,1.4410884380340576,1,2,B
Grant Fire,2022-07-14,38.5570067,-121.1183895,0.0,20.8,0.7,46.06,26.9,-2.9099998474121094,2799.0,57,2.3707878589630127,1,2,B
Riosa Fire,2022-07-17,38.9848309,-121.340201,0.0,16.1,0.0,25.08,29.8,-4.619999885559082,2650.0,34,1.854334115982056,1,2,B
Hesperia Fire,2022-06-06,34.31267,-117.34635,0.0,19.7,5.4,60.07,29.9,-1.9700002670288088,2941.0,994,0.9274099469184875,1,3,B
Rainbow Fire,2022-07-16,40.010233,-122.433855,0.0,16.9,0.1,21.06,30.5,-5.310000419616699,4185.0,237,7.285060405731201,1,2,B
Peter Fire ,2022-07-14,40.4411992,-122.3182313,0.0,19.7,10.5,28.16,28.7,-5.300000190734863,4100.0,149,6.139884471893311,1,4,D
Border 27 Fire,2022-07-17,32.6077664,-116.6077664,0.0,20.8,36.5,80.23,21.4,-2.6999998092651367,2957.0,721,4.767822742462158,1,3,C
Flynn Fire ,2022-07-19,37.719206,-121.656106,0.0,16.9,2.0,44.79,30.5,-4.050000190734863,2257.0,287,15.619781494140623,1,3,C
Slate Fire ,2022-07-21,37.935092,-120.4422218,0.0,9.4,0.0,23.85,30.1,-4.010000228881836,3459.0,419,6.019293308258057,1,2,B
Meadow Fire ,2022-07-19,39.058043,-123.33756,0.0,20.8,0.8,37.36,25.9,-2.270000457763672,7187.0,673,7.4727888107299805,1,1,B
Anzar Fire,2022-07-21,36.8927679,-121.604728,0.0,24.2,26.7,70.87,25.9,-4.409999847412109,4232.0,132,13.656503677368164,1,3,C
Winding Fire,2022-07-18,39.314076,-121.27693,0.0,13.9,2.2,23.93,29.5,-1.7100000381469729,5466.0,645,4.03989839553833,1,3,B
Casner Fire,2022-07-27,33.0819687,-116.7626279,0.0,18.3,29.4,64.15,27.9,-2.989999771118164,3455.0,839,5.685104370117188,1,3,C
Highway Fire,2022-07-29,34.312437,-117.3463886,0.0,23.0,15.7,53.73,27.7,-1.6899995803833008,2789.0,993,0.9274099469184875,1,1,B
Pebble Fire,2022-07-31,36.6760553,-119.1902259,0.0,10.6,32.3,43.48,12.2,-4.369999885559082,3279.0,385,2.311618566513061,1,2,B
Apple Fire,2022-07-27,39.323167,-121.304167,0.0,7.1,7.2,38.4,28.5,-3.8199996948242174,5409.0,395,20.05896377563477,1,2,B
Springs Fire,2022-08-03,37.84349,-120.50806,0.0,12.3,0.0,37.03,27.0,-3.260000228881836,3268.0,328,7.962272644042969,1,2,B
Shackleford Fire,2022-07-30,41.5734543,-123.0213226,0.0,40.3,11.6,28.21,19.7,-3.5699996948242188,7517.0,1169,21.602275848388672,1,1,B
Washburn Fire,2022-07-07,37.499,-119.614,0.0,33.3,0.0,56.31,21.4,-3.050000190734864,6848.0,1712,11.89831829071045,1,5,E
Marmot Fire,2022-08-02,36.378236,-118.853671,0.0,9.3,0.2,45.07,26.4,-4.390000343322754,4747.0,529,7.119674682617188,1,3,C
Meamber Fire,2022-07-31,41.640867,-122.988315,0.06,10.8,44.6,37.43,20.9,-4.010000228881836,4444.0,823,17.662918090820312,1,2,B
Sam Fire,2022-08-10,34.765322,-118.732882,0.0,30.0,0.0,29.19,27.5,-3.3199996948242188,2437.0,1032,2.7802884578704834,1,3,C
3-8 Fire,2022-08-08,41.060445,-121.211449,0.03,31.6,25.6,38.93,25.7,-2.7100000381469727,5285.0,1407,1.854334115982056,1,1,B
Smokey Fire ,2022-08-04,41.9708541,-122.7825581,0.0,21.9,31.8,26.57,16.3,-2.869999885559082,7611.0,945,4.653244018554688,1,1,B
Kelsey Fire,2022-07-30,41.6430162,-123.1193265,0.0,40.3,12.1,27.6,19.7,-2.9200000762939453,7616.0,789,31.726078033447266,1,3,B
Eden Fire,2022-08-15,37.70049,-121.97822,0.0,13.3,3.1,58.22,26.3,-2.6700000762939453,2260.0,241,13.213637351989746,1,2,B
Mesa Fire,2022-07-30,35.5745007,-118.4125811,0.0,29.8,6.4,28.27,21.6,-3.689999580383301,2685.0,1086,14.807266235351562,1,4,C
Rail Fire,2022-08-14,35.2882644,-118.6292243,0.0,28.9,0.0,23.78,27.5,-3.3500003814697266,2248.0,408,12.087115287780762,1,4,C
Point Fire,2022-08-20,38.9494,-122.6556,0.0,18.3,2.4,52.73,26.9,-4.680000305175781,4061.0,459,2.7802884578704834,1,1,B
Wishon Fire,2022-08-15,36.17768,-118.71829,0.0,10.0,0.0,35.14,28.2,-4.609999656677246,5039.0,1187,16.208892822265625,1,4,D
Pleasant Fire,2022-08-20,39.2805,-121.1329,0.0,16.1,0.0,22.72,25.3,-1.869999885559082,5807.0,604,3.027676105499268,1,2,B
Oak Fire,2022-08-15,39.04941,-120.9526,0.0,15.0,0.3,16.28,5.2,-1.6499996185302734,6260.0,616,10.096575736999512,1,1,B
Ranch Fire,2022-08-29,41.4626,-123.9477,0.0,10.3,94.4,92.97,14.2,2.5699996948242188,8602.0,126,25.709630966186523,1,1,B
Still Fire,2022-08-27,39.0543,-121.1103,0.0,16.1,0.0,31.98,17.0,-2.020000457763672,5654.0,395,3.662197589874268,1,2,B
Quail Fire,2022-08-17,34.48202,-118.60811,0.0,25.3,5.7,27.96,26.9,-2.8199996948242188,2229.0,341,4.49151086807251,1,2,B
Branstetter Fire ,2022-09-01,40.5336,-122.3975,0.0,16.1,0.0,20.57,21.9,-4.439999580383301,4036.0,155,5.887583255767822,1,1,B
McCovey Fire,2022-08-29,41.4672,-123.9277,0.0,10.3,94.4,92.98,14.2,2.5699996948242188,8317.0,485,39.648284912109375,1,1,B
Tower Fire,2022-09-02,38.0182816,-120.7489517,0.0,10.4,0.1,22.99,18.9,-3.289999961853028,2606.0,326,3.886311054229736,1,2,B
Woods Fire,2022-09-01,37.968,-120.4013,0.0,8.0,6.5,25.76,24.8,-3.59000015258789,4842.0,564,21.509260177612305,1,1,B
Border 32,2022-08-31,32.612181,-116.707395,0.0,20.8,5.1,55.26,19.3,-2.609999656677246,2651.0,267,7.458759784698486,1,5,E
Sandia Fire,2022-09-04,33.432924,-117.246996,0.0,24.2,4.8,52.23,21.1,-2.930000305175781,5038.0,173,21.02157974243164,1,1,B
Caesar Fire,2022-09-05,33.064629,-116.811345,0.0,23.0,0.3,55.0,23.4,-2.869999885559082,3054.0,596,1.4436674118041992,1,2,B
Rosa Fire,2022-09-06,35.580125,-121.012313,0.0,13.9,0.0,34.64,23.8,-3.369999885559082,3398.0,85,5.662088394165039,1,1,B
Route Fire,2022-08-31,34.5255,-118.6479,0.0,33.3,0.9,20.42,23.4,-2.770000457763672,2182.0,483,9.45744514465332,1,5,F
Gulch Fire,2022-08-29,34.2026,-117.8608,0.0,13.2,15.9,61.75,19.4,-2.1700000762939453,4329.0,450,33.34788131713867,1,3,C
Walker Fire,2022-09-01,39.3669,-123.3159,0.0,11.4,0.0,31.15,23.7,-1.1000003814697266,7155.0,482,6.037731647491455,1,3,C
62 Fire,2022-06-04,33.59823,-116.23339,0.0,33.2,0.0,27.28,25.3,-3.2100000381469727,3426.0,-27,2.162504911422729,1,2,B
Power Fire ,2022-09-06,37.080478,-119.485927,0.0,12.6,14.9,30.62,21.7,-3.520000457763672,3542.0,615,6.009037017822266,1,3,C
Fork Fire ,2022-09-07,37.21945,-119.50881,0.0,23.0,26.8,29.22,21.8,-3.489999771118164,5030.0,849,7.862291812896728,1,5,D
Coyote Fire,2022-09-07,41.8739166,-121.839853,0.0,31.1,11.6,36.77,11.5,-3.979999542236328,3509.0,1826,15.280997276306152,1,4,C
Hill Fire,2022-09-06,39.1252,-120.816083,0.0,18.3,0.5,17.03,24.3,-1.3100004196166992,8134.0,1127,4.859732151031494,1,1,B
Forward Fire,2022-09-09,40.44109,-121.81822,0.0,23.0,0.7,12.41,20.1,-2.75,7004.0,811,4.092682838439941,1,3,C
Garden Fire,2022-09-17,39.9929,-121.2122,0.0,29.8,5.7,45.07,15.3,-1.3199996948242188,4438.0,1451,37.259063720703125,1,1,B
Dutch Fire,2022-09-13,39.1902,-120.8266,0.0,21.9,61.1,46.85,21.7,-1.579999923706055,8155.0,1082,13.664875984191896,1,2,B
Mountain Fire ,2022-09-02,41.459009,-122.627469,0.0,36.7,13.2,22.54,23.4,-3.689999580383301,5510.0,1156,31.443777084350582,1,5,F
Mill Fire,2022-09-02,41.4303,-122.3852,0.0,36.7,13.2,24.9,20.4,-5.460000038146973,3109.0,1059,0.9274099469184875,1,5,E
97 Fire,2022-09-27,41.4987,-122.3414,0.0,32.2,0.9,46.78,15.9,-4.010000228881836,2424.0,1027,2.642799139022827,1,1,B
Wolf Fire,2021-01-19,34.99432,-119.185309,0.0,55.1,29.9,26.13,8.5,-2.3299999237060547,2074.0,446,1.854334115982056,1,5,D
Sargents Fire,2021-05-30,35.932852,-120.854096,0.0,13.8,33.2,54.56,28.1,-1.630000114440918,2536.0,216,14.888145446777344,1,5,E
Southern Fire,2021-05-02,32.987532,-116.443391,0.03,10.5,98.4,76.33,31.3,-3.2100000381469727,1966.0,637,0.9274099469184875,1,5,F
Gunnison Fire,2021-05-08,39.85479,-121.91936,0.0,36.2,8.2,18.38,27.6,-6.229999542236328,3497.0,71,2.414942502975464,1,4,D
Intanko Fire,2021-06-08,39.084872,-121.333346,0.0,28.7,1.3,43.68,27.5,-7.610000133514404,3177.0,70,5.202648162841797,1,5,D
South Fire,2021-08-25,34.186147,-117.440263,0.0,20.8,13.3,44.81,22.3,-2.680000305175781,2279.0,628,2.241293430328369,1,4,D
Success Fire,2021-06-18,36.03223,-118.85799,0.0,36.8,0.2,31.88,21.7,-4.300000190734863,2410.0,263,1.854334115982056,1,5,D
River Fire,2021-08-04,39.08805,-121.01468,0.0,17.2,10.8,17.22,19.5,-5.039999961853027,6604.0,714,9.490118026733398,1,5,E
Antelope Fire,2021-08-01,41.5289901,-121.9154934,0.0,24.2,5.9,44.94,24.4,-6.159999847412109,5308.0,1615,3.711610555648804,1,5,F
Monument Fire,2021-07-30,40.752,-123.337,0.0,21.9,69.5,92.41,18.0,-5.5,7587.0,1182,28.11200904846192,2,5,F
Dixie Fire,2021-07-13,39.871306,-121.389439,0.0,20.1,1.3,37.45,25.2,-5.600000381469727,5870.0,962,24.798206329345703,5,5,F
River Complex,2021-07-30,41.389,-123.057,0.0,26.4,5.0,37.34,16.0,-5.159999847412109,2975.0,2104,34.123016357421875,1,5,F
Radford Fire,2022-09-06,34.177,-116.882,0.0,20.8,0.1,37.66,21.9,-2.140000343322754,6120.0,1881,9.307726860046388,1,5,E
Walker Fire,2020-06-16,38.07741,-120.72958,0.0,24.7,1.8,47.81,25.3,-0.9300003051757812,3146.0,377,2.196474075317383,1,5,E
Crews Fire,2020-07-05,37.034839,-121.501532,0.0,20.8,0.4,53.69,30.2,-1.7799997329711914,3068.0,199,3.602160215377808,1,5,F
Creek Fire,2020-08-18,39.8174372,-123.2111007,0.0,30.0,0.0,50.25,20.1,-3.560000419616699,4048.0,420,0.9274099469184875,1,5,D
Silverado Fire ,2020-10-26,33.73614,-117.65719,0.0,44.0,22.9,19.51,17.1,1.4699993133544922,3877.0,334,12.646769523620604,1,5,F
Blue Ridge Fire ,2020-10-26,33.877257,-117.675067,0.0,51.0,10.9,18.95,14.5,0.7100000381469727,3900.0,185,22.673858642578125,1,5,F
Amoruso Fire,2020-06-01,38.824371,-121.390862,0.0,4.5,34.0,52.12,30.2,-2.439999580383301,2966.0,27,1.1903382539749146,1,4,D
Soda Fire,2020-06-10,35.35146,-120.00521,0.0,31.1,0.0,35.91,32.7,-0.0500001907348632,2641.0,612,0.9274099469184875,1,5,E
Branch Fire,2020-07-28,35.35146,-120.00521,0.0,15.7,42.5,70.6,31.1,-0.75,2228.0,612,0.9274099469184875,1,5,E
Elizabeth Fire,2020-06-10,34.29475,-119.17808,0.0,10.7,2.5,37.14,28.5,-0.0299997329711914,5069.0,119,2.9099643230438232,1,4,D
Bitter Fire ,2020-06-16,36.3011,-120.92925,0.0,29.8,1.8,57.99,28.7,-1.270000457763672,2340.0,290,2.181928396224976,1,5,D
Rico Fire ,2020-06-22,35.9789,-120.87858,0.0,32.2,8.7,64.61,28.2,-0.5299997329711914,3396.0,145,3.556726217269897,1,4,D
Bena Fire,2020-07-01,35.310132,-118.702732,0.0,23.0,0.0,29.02,27.7,-0.8999996185302734,2368.0,305,1.4666703939437866,1,5,E
Bonadelle Fire,2020-07-02,36.9678542,-119.9252132,0.0,11.4,0.6,45.82,29.6,-2.09000015258789,2700.0,100,2.969091892242432,1,4,D
Park Fire,2020-07-04,37.166733,-121.567505,0.0,14.7,9.8,58.58,30.2,-1.890000343322754,5394.0,576,6.085031509399414,1,4,D
Lake Fire,2020-07-05,35.351065,-120.00485,0.0,26.4,0.0,50.31,33.0,-0.630000114440918,2402.0,612,0.9274099469184875,1,4,D
Coyote Fire,2020-07-15,36.653,-121.04401,0.0,23.0,51.3,72.29,24.0,-1.3199996948242188,3256.0,602,19.067737579345703,1,5,E
Platina Fire,2020-07-19,40.462621,-122.792645,0.0,16.1,0.0,37.88,25.3,-2.84000015258789,6957.0,838,33.03499221801758,1,4,D
Gold Fire,2020-07-20,41.11037,-120.923293,0.0,11.4,0.0,29.13,29.3,-2.25,2714.0,1347,0.9274099469184875,1,5,F
Clay Fire,2020-07-29,38.40329,-121.17197,0.0,15.0,0.0,48.42,23.0,-3.539999961853028,2876.0,41,2.1993119716644287,1,4,D
Pond Fire,2020-08-01,35.43128,-120.47346,0.0,24.2,14.4,56.9,27.4,1.1100006103515625,3112.0,473,7.334465026855469,1,5,E
Pass Fire,2020-08-04,35.61521,-120.40457,0.0,25.3,23.2,61.65,27.0,-1.369999885559082,2183.0,377,2.9380996227264404,1,4,D
Whale Fire,2020-08-15,35.472114,-120.856731,0.01,20.8,9.7,51.1,16.9,-1.6999998092651367,4287.0,79,6.562715530395508,1,4,D
CZU Lightning Complex (Including Warnella Fire) ,2020-08-16,37.17162,-122.22275,0.01,25.3,40.1,51.46,24.7,-2.3500003814697266,8982.0,325,7.00999641418457,1,5,F
Butte/Tehama/Glenn Lightning Complex (Tehama/Glenn Zone) ,2020-08-17,40.09571,-122.4393,0.0,13.0,15.8,42.25,4.9,-3.109999656677246,3691.0,156,3.032325506210327,1,5,F
"LNU Lightning Complex (includes Hennessey, Gamble, 15-10, Spanish, Markley, 13-4, 11-16, Walbridge)",2020-08-17,38.48193,-122.14864,0.0,25.6,15.6,41.73,15.3,-3.7200002670288086,5499.0,334,25.984189987182617,2,5,F
Jones Fire,2020-08-17,39.29241,-121.100352,0.0,26.6,4.1,28.16,19.3,-1.4600000381469729,7637.0,384,21.149911880493164,1,4,D
Carmel Fire,2020-08-18,36.4463,-121.68181,0.0,17.2,28.0,60.9,14.3,-1.329999923706055,5144.0,208,12.348894119262695,1,5,F
Salt Fire,2020-08-18,38.027921,-120.763258,0.0,24.2,4.4,36.95,15.1,-1.5399999618530271,3105.0,321,2.3535733222961426,1,5,E
Hensley Fire ,2020-08-30,37.08053,-119.88673,0.0,18.3,0.8,48.98,21.8,-1.9499998092651367,2300.0,131,3.944104194641113,1,4,D
Willow Fire,2020-09-09,39.3637,-121.32361,0.0,19.7,44.9,27.63,10.8,-1.770000457763672,4944.0,405,4.875598430633545,1,5,E
Snow Fire ,2020-09-17,33.88831,-116.68386,0.0,19.7,4.7,21.17,21.9,1.4599990844726562,2031.0,404,3.868663787841797,1,5,F
Glass Fire,2020-09-27,38.56295,-122.49745,0.0,13.9,17.7,46.42,18.2,-2.989999771118164,4699.0,123,15.056232452392578,1,5,F
Candy Fire,2020-09-29,33.764357,-117.374419,0.0,17.2,0.0,44.88,20.9,2.4200000762939453,2390.0,747,15.868361473083496,1,4,D
Sanderson Fire,2020-12-13,33.93244,-117.03459,0.0,23.0,24.1,24.58,11.7,0.6899995803833008,2672.0,722,12.40963649749756,1,5,E
Tenaja,2019-09-04,33.528469,-117.273157,0.0,31.1,8.6,48.92,22.3,1.4300003051757812,3833.0,550,5.2340850830078125,1,5,E
Swedes Fire,2019-09-07,39.45296,-121.412619,0.0,27.7,0.8,52.82,41.7,1.3999996185302734,3004.0,457,12.298815727233888,1,4,D
Rawson Fire,2019-10-27,40.00171,-122.25421,0.0,43.4,0.0,17.22,13.3,2.260000228881836,4629.0,99,0.0,1,4,D
46 Fire,2019-10-31,33.985972,-117.414111,0.0,26.4,1.6,6.29,17.2,1.479999542236328,2740.0,224,2.9036688804626465,1,4,D
Ranch Fire,2019-11-03,40.036379,-122.637837,0.0,7.7,0.4,36.96,14.0,0.6099996566772461,4454.0,508,10.558652877807615,1,5,E
Gillis Fire,2019-07-08,35.6311111,-120.2691666,0.0,24.2,31.1,69.95,22.3,1.670000076293945,2130.0,534,11.883977890014648,1,5,E
Lake Fire,2019-07-29,35.908333,-120.984167,0.0,27.7,8.5,56.07,27.2,1.9099998474121087,2607.0,345,4.412083148956299,1,4,D
Marsh Complex,2019-08-03,37.908362,-121.872941,0.0,13.8,8.1,56.05,29.4,2.6200008392333984,5183.0,274,23.815824508666992,1,4,D
Hunter Fire,2019-08-15,37.532028,-120.208019,0.0,10.6,0.0,44.77,26.0,2.049999237060547,2713.0,340,0.0,1,4,D
Red Bank Fire,2019-09-05,40.12,-122.64,0.0,34.4,1.6,32.36,22.6,1.4300003051757812,5471.0,529,14.500503540039062,1,5,F
Horseshoe Fire ,2019-09-14,33.4853,-117.043723,0.0,17.2,1.7,38.92,24.2,2.6000003814697266,3088.0,378,3.867166757583618,1,4,D
Baseline Fire ,2019-09-20,38.751648,-121.432636,0.0,20.8,3.6,54.54,20.7,2.440000534057617,2761.0,23,0.0,1,4,D
Easy Fire,2019-10-30,34.282179,-118.803389,0.0,53.1,4.1,14.07,17.9,-0.5299997329711914,1703.0,221,2.909707546234131,1,5,E
Hill Fire ,2019-10-31,34.01778,-117.4625,0.0,26.4,3.0,7.94,17.6,0.9499998092651368,1898.0,265,5.873778343200684,1,4,D
Foothills Fire,2019-11-25,38.838992,-121.325842,0.02,32.8,0.6,54.41,18.8,0.880000114440918,2131.0,38,1.5089977979660034,1,4,D
Creek Fire,2020-09-04,37.19147,-119.261175,0.0,24.2,23.8,38.12,22.2,-1.520000457763672,6624.0,1378,14.900134086608888,2,5,F
SCU Lightning Complex,2020-08-16,37.439437,-121.30435,0.03,34.4,15.6,33.84,25.6,-2.3500003814697266,2898.0,218,3.958749294281006,2,5,F
Irish Fire,2018-07-06,38.42623,-120.95408,0.0,10.1,20.6,34.5,25.4,-0.0399999618530273,4013.0,175,5.821194648742676,1,5,D
River Fire (Mendocino Complex),2018-07-27,39.04786,-123.11971,0.0,16.1,7.0,46.53,23.1,-1.520000457763672,3685.0,305,15.16136646270752,1,5,F
Ranch Fire (Mendocino Complex),2018-07-27,39.243283,-123.103367,0.0,28.9,0.0,35.81,29.6,-1.7899999618530271,3360.0,425,14.40274715423584,2,5,F
Woolsey Fire,2018-11-08,34.235,-118.70128,0.0,35.1,27.2,47.33,14.9,-2.380000114440918,3561.0,563,9.221169471740724,1,5,F
Camp Fire,2018-11-08,39.8134,-121.4347,0.0,28.9,9.6,20.42,10.7,-2.270000457763672,7803.0,606,23.827152252197266,1,5,F
Pawnee Fire,2018-06-23,39.0674,-122.59848,0.0,10.0,0.0,38.62,30.9,-2.109999656677246,3558.0,362,3.66247820854187,1,5,F
Hyatt Fire,2018-06-27,40.316137,-120.45053,0.0,19.7,0.0,26.12,24.2,6.510000228881836,2596.0,1248,2.601820468902588,1,4,D
Waverly Fire,2018-06-29,38.052055,-120.945482,0.0,23.9,0.0,43.05,14.7,-1.859999656677246,2595.0,80,6.56947135925293,1,5,F
County Fire,2018-06-30,38.80583,-122.18183,0.0,30.0,0.0,30.96,29.1,-3.640000343322754,3237.0,101,0.9274099469184875,1,5,F
Hill Fire,2018-11-08,34.22685,-118.93444,0.0,41.6,26.5,40.98,12.0,-2.239999771118164,3802.0,93,22.41262626647949,1,5,E
Carr Fire,2018-07-23,40.65428,-122.62357,0.0,17.2,0.0,48.42,24.6,-2.9200000762939453,7002.0,395,18.493825912475582,2,5,F
