incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired
Slope Fire,Y,2021-06-02T17:35:50Z,2021-05-31T16:24:20Z,Fresno-Kings County Fire,,Fresno,Off Trimmer Springs Road and Sunnyslope Road in Fresno County.,25,100,,,-119.3484121800290,36.862017253092900,Wildfire,81777c5a-cf1d-4161-a261-97c55a8393c0,https://www.fire.ca.gov/incidents/2021/5/31/slope-fire/,,,2021-05-31,N,TRUE,FALSE
Smalley Fire,Y,2021-06-04T07:25:08Z,2021-05-31T19:12:45Z,Madera-Mariposa-Merced Unit,,Madera,"Road 222 and Tunoi Place , South of the town of North Fork in Madera County.",45,100,,,-119.5166045,37.1619216,Wildfire,033ee676-f2f0-4ea8-bbc9-b0bb02de3462,https://www.fire.ca.gov/incidents/2021/5/31/smalley-fire/,2021-06-03T07:24:58Z,2021-06-03,2021-05-31,N,TRUE,FALSE
Buck Fire,Y,2021-06-08T18:33:01Z,2021-06-06T15:20:52Z,CAL FIRE/ Madera-Mariposa-Merced Unit,,Madera,"Rd 600 and Rd 612,  East of Raymond",50,100,,,-119.86047836209600,37.244849440191600,Wildfire,1a1a9275-f16f-4a06-abe6-3ba18e5e9b33,https://www.fire.ca.gov/incidents/2021/6/6/buck-fire/,2021-06-08T18:32:58Z,2021-06-08,2021-06-06,N,TRUE,FALSE
Creek Fire,Y,2021-06-10T07:03:48Z,2021-06-09T20:00:00Z,CAL FIRE Sonoma-Lake-Napa,,Yolo,"Highway 16 and Road 41, North of Rumsey",34,100,,,-122.238889,38.899722,Wildfire,09996c3f-3186-4c5d-8006-ced791b3ff40,https://www.fire.ca.gov/incidents/2021/6/9/creek-fire/,2021-06-10T07:03:23Z,2021-06-10,2021-06-09,N,TRUE,FALSE
Sierra Fire,Y,2021-06-11T10:04:04Z,2021-06-09T13:53:00Z,Camp Pendleton,,San Diego,"Basilone Road and Stagecoach Road, West of Camp Pendleton North",1000,100,,Camp Pendleton ,-117.34832277422000,33.315711565249100,Wildfire,b6391e06-889a-4d69-ba3e-8491af004029,https://www.fire.ca.gov/incidents/2021/6/9/sierra-fire/,2021-06-11T10:03:47Z,2021-06-11,2021-06-09,N,FALSE,FALSE
Farm Fire,Y,2021-06-14T17:04:24Z,2021-06-09T13:15:00Z,Unified Command: CAL FIRE San Bernardino Unit and San Bernardino County Fire Department,,San Bernardino,"Ranchero Road and Caliente Road, West of Hesperia",250,100,,"CAL FIRE San Bernardino Unit ,  San Bernardino County Fire Department  ",-117.41835464122200,34.383247203440400,Wildfire,1eea5329-95c3-4a41-974f-7b3693441b1e,https://www.fire.ca.gov/incidents/2021/6/9/farm-fire/,2021-06-11T17:04:08Z,2021-06-11,2021-06-09,N,TRUE,FALSE
Beale Fire,Y,2021-06-14T17:56:57Z,2021-06-13T19:39:00Z,CAL FIRE Nevada Yuba Placer Unit,,Yuba,Hammonton Smartsville Rd and Henwood Ranch Rd east of Yuba City,150,100,,,-121.3587065,39.1956433,Wildfire,92fd111b-2d3a-48c8-bc43-d505eaceb423,https://www.fire.ca.gov/incidents/2021/6/13/beale-fire/,2021-06-14T17:54:43Z,2021-06-14,2021-06-13,N,TRUE,FALSE
Silicon Fire,Y,2021-06-14T18:36:58Z,2021-06-14T11:40:00Z,CAL FIRE Santa Clara Unit,,Santa Clara,"Silicon Valley Road and Basking Ridge, East San Jose",35,100,,,-121.76309,37.24042,Wildfire,8d9ee304-6918-4f74-b7f1-ec8441020bf9,https://www.fire.ca.gov/incidents/2021/6/14/silicon-fire/,2021-06-14T18:36:39Z,2021-06-14,2021-06-14,N,TRUE,FALSE
Goose Fire,Y,2021-06-15T07:27:32Z,2021-06-13T16:01:34Z,CAL FIRE Amador El Dorado Unit,,Amador,"Red Valley Road and Jackson Valley Road, Jackson Valley",67,100,,,-120.9608439,38.3046414,Wildfire,0e78a6e0-9315-4b29-8a1c-894d4b06a64e,https://www.fire.ca.gov/incidents/2021/6/13/goose-fire/,,,2021-06-13,N,TRUE,FALSE
Fields Fire ,Y,2021-06-15T10:05:39Z,2020-10-07T06:06:33Z,CAL FIRE Nevada Yuba Placer Unit ,,Yuba,"Gold Field Road and Hammonton Road, Northeast of Marigold ",56,100,,,-121.450982,39.181047,Wildfire,b341b09d-2024-4b2a-a439-f39409abb432,https://www.fire.ca.gov/incidents/2020/10/7/fields-fire/,2020-10-07T08:34:00Z,2020-10-07,2020-10-07,N,TRUE,FALSE
Equestrian Fire,Y,2021-06-16T17:08:03Z,2021-06-16T14:03:42Z,CAL FIRE Amador-El Dorado Unit,,El Dorado,"Equestrian Way and Square Nail Trail, south of Pilot Hill",10,100,,,-121.01273,38.79988,Wildfire,26ec9c89-912e-4c23-a6c9-04b5dcb31970,https://www.fire.ca.gov/incidents/2021/6/16/equestrian-fire/,2021-06-16T17:07:52Z,2021-06-16,2021-06-16,N,TRUE,FALSE
Kathryn Fire,Y,2021-06-17T12:36:48Z,2021-06-15T13:30:00Z,CAL FIRE / Riverside County Fire Department,,Riverside,"Sage Road and Cactus Valley Road, South of Hemet",15,100,,CAL FIRE Riverside/ Riverside County Fire Department ,-116.94956,33.67127,Wildfire,08a000bd-2c35-4409-abe9-961da323bbe2,https://www.fire.ca.gov/incidents/2021/6/15/kathryn-fire/,2021-06-15T08:00:19Z,2021-06-15,2021-06-15,N,TRUE,FALSE
Park Fire,Y,2021-06-19T19:24:26Z,2021-06-17T21:37:07Z,Unified Command: CAL FIRE/Butte Unit and City of Chico,,Butte,"Upper Park Road and  Bidwell Park, northeast of Chico",402,100,,,-121.76629,39.77144,Wildfire,6672b6ad-981e-43e8-b4ad-a75285ab9f90,https://www.fire.ca.gov/incidents/2021/6/17/park-fire/,2021-06-19T19:24:22Z,2021-06-19,2021-06-17,N,TRUE,FALSE
Antelope Fire,Y,2021-06-20T07:18:38Z,2021-06-18T06:33:00Z,CAL FIRE Tulare Unit,,Tulare,"Avenue 380 and Road 208, Northeast of Woodlake",11,100,,,-119.10788,36.47887,Wildfire,587e51fd-ad97-4894-b53e-300a78e4dc80,https://www.fire.ca.gov/incidents/2021/6/18/antelope-fire/,2021-06-20T07:18:21Z,2021-06-20,2021-06-18,N,TRUE,FALSE
Rock Fire,Y,2021-06-20T12:47:07Z,2021-06-15T17:14:55Z,CAL FIRE Shasta Trinity Unit,,Shasta,"Benson Dr and Rock Creek Rd, East of Whiskeytown",108,100,,,-122.49164,40.61468,Wildfire,2b42f885-f296-4659-98e0-c33585215fa9,https://www.fire.ca.gov/incidents/2021/6/15/rock-fire/,2021-06-20T12:46:57Z,2021-06-20,2021-06-15,N,TRUE,FALSE
Flats Fire,Y,2021-06-21T12:29:05Z,2021-06-13T11:12:13Z,San Bernardino National Forest,,Riverside,"Pinyon Flats Transfer Station and Elks Trail Rd, near Mountain Center",341,100,,United States Forest Service ,-116.4518615,33.5812044,Wildfire,ddcef5cf-9417-4c41-b64b-910e096522fc,https://www.fire.ca.gov/incidents/2021/6/13/flats-fire/,2021-06-21T12:28:30Z,2021-06-21,2021-06-13,N,FALSE,FALSE
Watt Fire,Y,2021-06-21T19:04:51Z,2021-06-21T16:41:35Z,Placer County Fire Department,,Placer,"Watt Ave at PFE Rd, north of Sacramento",42,100,,,-121.39247,38.728881,Wildfire,1702e4de-4414-4604-a70d-e0f54df154bd,https://www.fire.ca.gov/incidents/2021/6/21/watt-fire/,2021-06-21T19:04:05Z,2021-06-21,2021-06-21,N,FALSE,FALSE
Paseo Fire,Y,2021-06-25T23:13:16Z,2021-06-25T14:23:00Z,CAL FIRE Santa Clara,,Santa Clara,"Paseo Robles Ave and Paseo Vista Ave, East of Morgan Hill",37,100,,,-121.584194,37.118582,Wildfire,909624c0-d36c-4b9a-8f34-a9e02961b883,https://www.fire.ca.gov/incidents/2021/6/25/paseo-fire/,2021-06-25T23:13:01Z,2021-06-25,2021-06-25,N,TRUE,FALSE
Mesa Fire,Y,2021-06-27T16:51:52Z,2021-06-23T16:01:58Z,CAL FIRE San Diego Unit,,San Diego,"Hwy 76 and Cousier Canyon, Community of Pala",350,100,,,-117.095858,33.337282,Wildfire,9bacadf6-c7e2-43c9-b8e6-41be7a79579b,https://www.fire.ca.gov/incidents/2021/6/23/mesa-fire/,2021-06-27T16:51:24Z,2021-06-27,2021-06-23,N,TRUE,FALSE
Steins Fire,Y,2021-06-27T16:52:41Z,2021-06-26T13:05:41Z,CAL FIRE/ Amador-El Dorado Unit,,El Dorado,Kingvale Rd and Wildcrest Rd,11,100,,,-120.876096,38.659971,Wildfire,b3136d0f-6ef3-46ea-9342-6d6b0d82d274,https://www.fire.ca.gov/incidents/2021/6/26/steins-fire/,2021-06-27T15:35:26Z,2021-06-27,2021-06-26,N,TRUE,FALSE
Canyon Fire,Y,2021-06-28T07:08:25Z,2021-06-26T20:47:10Z,Lean Agency: Kern County Fire,,Kern,Hwy 178 and Rancheria Rd,220,100,,,-118.793912,35.442533,Wildfire,eddffab0-51af-490d-b60e-640300fe6085,https://www.fire.ca.gov/incidents/2021/6/26/canyon-fire/,2021-06-28T07:08:15Z,2021-06-28,2021-06-26,N,TRUE,FALSE
Dairy Fire,Y,2021-06-28T09:27:26Z,2021-06-15T18:59:10Z,U.S. Fish and Wildlife Service,,Tehama,"East Canal Rd and Tyler Rd, northeast of Proberta",165,100,,Sacramento National Wildlife Refuge ,-122.16025,40.10806,Wildfire,e86265b9-2ac9-471e-bff4-deb2f46b7b7d,https://www.fire.ca.gov/incidents/2021/6/15/dairy-fire/,2021-06-24T08:00:00Z,2021-06-24,2021-06-15,N,FALSE,FALSE
4-3 Fire,Y,2021-06-28T12:50:16Z,2021-06-24T18:38:46Z,CAL FIRE Lassen-Modoc Unit,,Modoc,"Hwy 395 and Pencil Road, north of Alturas",134,100,,,-120.497502,41.562302,Wildfire,e9761340-1808-42f6-b773-fb7047a2a638,https://www.fire.ca.gov/incidents/2021/6/24/4-3-fire/,2021-06-28T12:49:19Z,2021-06-28,2021-06-24,N,TRUE,FALSE
Stowe Fire,Y,2021-06-29T07:35:01Z,2021-06-28T16:48:08Z,CAL FIRE/ Riverside County Fire Department,,Riverside,California Avenue and Lyn Avenue,122,100,,CAL FIRE/ Riverside County Fire Department,-117.050236,33.740058,Wildfire,2aaf4aba-1155-4f25-a5a6-fd6ee8d66f8c,https://www.fire.ca.gov/incidents/2021/6/28/stowe-fire/,2021-06-29T07:34:49Z,2021-06-29,2021-06-28,N,TRUE,FALSE
Vulcan Fire,Y,2021-06-29T15:35:31Z,2021-06-27T17:05:33Z,"CAL FIRE/ Fresno-Kings Unit, Fresno City",,Fresno,Friant Rd and Willow Rd,140,100,,,-119.735,36.932,Wildfire,4376d68e-4093-4d4c-aa6f-e0df6d50e9fb,https://www.fire.ca.gov/incidents/2021/6/27/vulcan-fire/,2021-06-29T15:35:19Z,2021-06-29,2021-06-27,N,TRUE,FALSE
Beswick Fire,Y,2021-07-03T17:13:04Z,2021-06-28T18:14:00Z,CAL FIRE Siskiyou Unit,,Siskiyou,"Ager-Beswick Road and Desavado Road, North of Montague",118,100,,,-122.374848,41.917209,Wildfire,9692e02d-4a87-48b7-b261-f83f4a951642,https://www.fire.ca.gov/incidents/2021/6/28/beswick-fire/,2021-07-03T17:12:39Z,2021-07-03,2021-06-28,N,TRUE,FALSE
Main Fire,Y,2021-07-04T17:40:09Z,2021-07-03T08:00:32Z,CAL FIRE Tulare Unit,,Tulare,"Drive 242 and Reid Ave, East of Porterville",384,100,,,-119.017899,36.10007,Wildfire,421fd9f2-1fbb-4bec-bf19-3318fa4830dc,https://www.fire.ca.gov/incidents/2021/7/3/main-fire/,2021-07-04T17:39:44Z,2021-07-04,2021-07-03,N,TRUE,FALSE
Fish Fire,Y,2021-07-05T17:15:57Z,2021-07-04T17:46:54Z,CAL FIRE Fresno-Kings Unit,,Fresno,"Trimmer Springs Rd and Fish Creek Fire Control Rd, Piedra",75,100,,,-119.393795,36.802809,Wildfire,be285500-c0c4-4f7e-83ae-1f9a991578b1,https://www.fire.ca.gov/incidents/2021/7/4/fish-fire/,2021-07-05T17:15:45Z,2021-07-05,2021-07-04,N,TRUE,FALSE
Shell Fire,Y,2021-07-07T15:45:31Z,2021-06-27T13:07:06Z,Lead Agency: Kern County Fire,,Kern,Interstate 5 and Grapevine Rd,1984,100,,,-118.891,34.919,Wildfire,62f7b39d-1213-47c2-8118-88eb98908af7,https://www.fire.ca.gov/incidents/2021/6/27/shell-fire/,2021-06-30T18:00:00Z,2021-06-30,2021-06-27,N,FALSE,FALSE
Broiler Fire,Y,2021-07-09T08:21:01Z,2021-07-07T14:30:00Z,Redwood Valley FPD,,Mendocino,"Uva Drive and Finne Road, Southwest of Redwood Valley",80,100,,,-123.224377,39.253647,Wildfire,8c512c44-7ddb-44b4-bf03-bab00c0c0c98,https://www.fire.ca.gov/incidents/2021/7/7/broiler-fire/,2021-07-09T08:20:37Z,2021-07-09,2021-07-07,N,TRUE,FALSE
Diablo Fire,Y,2021-07-11T16:22:34Z,2021-07-11T09:22:05Z,CAL FIRE Contra Costa-Alameda-Santa Clara unit,,Contra Costa,"Vasco Road and Camino Diablo, south of Byron in Contra Costa County.",128,100,,,-121.667665,37.865193,Wildfire,215529d8-6c0a-4dfa-8d6f-342a5666e1f2,https://www.fire.ca.gov/incidents/2021/7/11/diablo-fire/,2021-07-11T16:22:18Z,2021-07-11,2021-07-11,N,TRUE,FALSE
Sky Fire,Y,2021-07-12T08:02:18Z,2021-06-27T17:49:34Z,Lassen National Forest,,Butte,Philbrook Rd.,76,100,,Lassen National Forest ,-121.406,40.039,Wildfire,9128e6fe-a114-479a-a43c-64ea56411eb5,https://www.fire.ca.gov/incidents/2021/6/27/sky-fire/,2021-07-09T08:02:17Z,2021-07-09,2021-06-27,N,FALSE,FALSE
Blue Fire,Y,2021-07-12T08:05:31Z,2021-06-30T16:22:00Z,Sierra National Forest,,Fresno,"Big Creek Road and Soaproot Saddle Road, South of Shaver",277,100,,Sierra National Forest,-119.25484409482200,37.028657668133000,Wildfire,ac0c072d-d926-49f2-8a3d-c18ea5d32010,https://www.fire.ca.gov/incidents/2021/6/30/blue-fire/,2021-07-08T08:05:21Z,2021-07-08,2021-06-30,N,FALSE,FALSE
Willow Fire,Y,2021-07-12T08:24:18Z,2021-06-18T11:49:41Z,Los Padres National Forest,,Monterey,"Willow Creek and Marble Peak Trail, Southeast of Big Sur",2877,100,,Los Padres National Forest,-121.558858,36.151231,Wildfire,961a9b24-0bad-4c53-9809-14fe98d515c4,https://www.fire.ca.gov/incidents/2021/6/18/willow-fire/,2021-07-11T08:24:03Z,2021-07-11,2021-06-18,N,FALSE,FALSE
Nettle Fire,Y,2021-07-12T09:11:05Z,2021-06-18T10:11:21Z,Tule River Indian Reservation,,Tulare,"Indian Service Rd BIA 70 and Bond Creek , east of Porterville",1265,100,,Tule River Indian Reservation ,-118.76857,36.03887,Wildfire,ecdd77c3-2919-44d8-9ee9-c176271b04d0,https://www.fire.ca.gov/incidents/2021/6/18/nettle-fire/,2021-07-01T08:58:19Z,2021-07-01,2021-06-18,N,FALSE,FALSE
Peak Fire,Y,2021-07-12T09:14:34Z,2021-06-28T10:52:00Z,San Bernardino National Forest,,San Bernardino,"Old Waterman Canyon Road and Highway 18, North of Waterman Canyon",35,100,,San Bernardino National Forest ,-117.280416,34.20849,Wildfire,d6b89198-5fd8-498f-8429-3d2994f496f9,https://www.fire.ca.gov/incidents/2021/6/28/peak-fire/,2021-07-01T09:14:18Z,2021-07-01,2021-06-28,N,FALSE,FALSE
Tumbleweed Fire,Y,2021-07-12T13:23:09Z,2021-07-04T14:49:36Z,Los Angeles County Fire Department,,Los Angeles,"Southbound I-5, south of Gorman",868,100,,Los Angeles County Fire Department,-118.87933,34.808751,Wildfire,a7d2c14e-66e8-4ac6-9538-ad9612dce2d5,https://www.fire.ca.gov/incidents/2021/7/4/tumbleweed-fire/,2021-07-12T13:22:50Z,2021-07-12,2021-07-04,N,FALSE,FALSE
Dolicini Fire,Y,2021-07-15T07:13:11Z,2021-07-14T15:34:10Z,Marin County Fire Department,,Marin,"Point Reyes-Petaluma Rd and Nicasio Valley Rd, northeast of Nicasio Reservoir",35,100,,Marin County Fire Department ,-122.7418335,38.0975072,Wildfire,f62a9df9-8661-46de-88de-0b76128e0673,https://www.fire.ca.gov/incidents/2021/7/14/dolicini-fire/,2021-07-15T07:13:02Z,2021-07-15,2021-07-14,N,TRUE,FALSE
Bradley Fire,Y,2021-07-15T15:59:44Z,2021-07-11T15:08:43Z,Shasta Trinity National Forest,,Siskiyou,"Highway 89 and Harris Spring Road, east of McCloud in Siskiyou County.",357,100,,Shasta Trinity National Forest ,-121.82403,41.25272,Wildfire,a191b2bc-5dee-4511-b34b-ca06ef62b5ab,https://www.fire.ca.gov/incidents/2021/7/11/bradley-fire/,2021-07-15T15:59:36Z,2021-07-15,2021-07-11,N,FALSE,FALSE
Juniper Fire,Y,2021-07-15T16:10:13Z,2021-07-05T16:34:58Z,Modoc National Forest,,Modoc,"South Mountain Reservoir and South Mountain Spur, west of Goose Lake",1011,100,,,-120.638464,41.80728,Wildfire,5eaaed19-b38a-49f1-84f8-78d9f8c76656,https://www.fire.ca.gov/incidents/2021/7/5/juniper-fire/,2021-07-15T16:09:58Z,2021-07-15,2021-07-05,N,FALSE,FALSE
Tennant Fire,Y,2021-07-15T16:13:43Z,2021-06-28T16:07:00Z,Klamath National Forest,,Siskiyou,"Tennant Road and Pengrass Road, South of Mount Hebron",10580,100,,Klamath National Forest,-122.054254,41.665191,Wildfire,3a83c4bc-28cc-4792-849b-fedb5629e4bc,https://www.fire.ca.gov/incidents/2021/6/28/tennant-fire/,2021-07-15T16:13:33Z,2021-07-15,2021-06-28,N,FALSE,FALSE
Border 13 Fire,Y,2021-07-16T10:03:37Z,2021-07-15T16:02:27Z,CAL FIRE/San Diego County Fire,,San Diego,"188 and Tecate Mission Rd, Potrero Canyon",30,100,,,-116.634023,32.578481,Wildfire,354a2576-907f-43a2-b152-46355e2bf94a,https://www.fire.ca.gov/incidents/2021/7/15/border-13-fire/,,,2021-07-15,N,TRUE,FALSE
Cannon Fire,Y,2021-07-16T18:56:00Z,2021-07-14T15:18:48Z,CAL FIRE Tehama-Glen Unit,,Tehama,"Vestal Road and Pope Drive, west of Red Bluff",43,100,,,-122.64768,40.1703,Wildfire,925dcb5b-1885-407d-b441-10765a31ce97,https://www.fire.ca.gov/incidents/2021/7/14/cannon-fire/,2021-07-16T18:55:38Z,2021-07-16,2021-07-14,N,TRUE,FALSE
River Fire,Y,2021-07-19T18:40:14Z,2021-07-11T14:10:26Z,CAL FIRE Madera-Mariposa-Merced,,Mariposa,Oak Grove Road and Oak Grove School Road,9656,100,,"Animal Evacuations information: Madera County, Animal Evacuations information: Mariposa County, Red Cross:, Information Line, Media Line, Cooperating Agencies: CHP, Madera Sheriff, Mariposa Sheriff, Madera Co Roads, Mariposa Co Roads, PG&E, Madera County Fire, Mariposa County Fire, Merced County Fire, CAL OES, USFS, American Red Cross, Central California Animal Disaster Team",-119.869785,37.350823,Wildfire,2acb95c8-7a0b-4bfc-9174-6da944037bf2,https://www.fire.ca.gov/incidents/2021/7/11/river-fire/,2021-07-19T18:39:33Z,2021-07-19,2021-07-11,N,TRUE,FALSE
Salt Fire,Y,2021-07-20T08:46:22Z,2021-06-30T14:55:56Z,Shasta-Trinity National Forest,,Shasta,"Gilman Rd and Coal Creek Rd, north of Shasta Lake City",12660,100,,Shasta-Trinity National Forest,-122.348956,40.860525,Wildfire,b07cd929-6dde-4ad9-b845-a2fdc5ba3f97,https://www.fire.ca.gov/incidents/2021/6/30/salt-fire/,2021-07-19T08:46:09Z,2021-07-19,2021-06-30,N,FALSE,FALSE
Fork Fire,Y,2021-07-20T15:37:00Z,2021-07-17T17:40:13Z,CAL FIRE Tehama-Glen Unit,,Tehama,Lowery Rd and South Fork Dr,43,100,,,-122.55195,39.999396,Wildfire,396abb9e-a291-4183-b0f6-798a5438868c,https://www.fire.ca.gov/incidents/2021/7/17/fork-fire/,2021-07-20T15:36:44Z,2021-07-20,2021-07-17,N,TRUE,FALSE
Quail Fire,Y,2021-07-21T15:55:48Z,2021-07-20T13:52:41Z,CAL FIRE/Riverside County Fire Department,,Riverside,"Gilman Springs Rd and Eden Hot Springs Rd, East of Moreno Valley",50,100,,CAL FIRE/Riverside County Fire Department ,-117.070814,33.889516,Wildfire,3989e25c-3790-44d5-bf6d-50ca3fd04d95,https://www.fire.ca.gov/incidents/2021/7/20/quail-fire/,,,2021-07-20,N,TRUE,FALSE
Frenchtown Fire,Y,2021-07-22T07:22:14Z,2021-07-20T16:36:32Z,CAL FIRE Nevada-Yuba-Placer Unit,,Yuba,"Frenchtown Dobbins Road and Seward Lane, west of Dobbins in Yuba County.",45,100,,"CAL FIRE Nevada-Yuba-Placer Unit, ",-121.24684,39.383922,Wildfire,8f768137-0c58-45e5-a8dd-1df9ecc7870f,https://www.fire.ca.gov/incidents/2021/7/20/frenchtown-fire/,2021-07-22T07:22:01Z,2021-07-22,2021-07-20,N,TRUE,FALSE
Chicken Fire,Y,2021-07-22T09:10:11Z,2021-07-18T13:34:00Z,Bureau of Land Management Northern California District,,Lassen,"Juniper Tree Road and Juniper Ridge Road, East of Termo",55,100,,,-120.45187,40.86955,Wildfire,35d04cb5-0455-4d36-b857-d7952670aef0,https://www.fire.ca.gov/incidents/2021/7/18/chicken-fire/,2021-07-22T09:06:48Z,2021-07-22,2021-07-18,N,FALSE,FALSE
Coyote Fire,Y,2021-07-22T11:40:19Z,2021-07-09T16:41:27Z,Modoc National Forest,,Modoc,"Highway 139 and Dead Horse Canyon, southeast of Tulelake",110,100,,Modoc National Forest,-121.77593,41.28523,Wildfire,3a4d4c77-ff87-458d-b906-e203fc098aa5,https://www.fire.ca.gov/incidents/2021/7/9/coyote-fire/,2021-07-15T11:39:40Z,2021-07-15,2021-07-09,N,FALSE,FALSE
Road Fire,Y,2021-07-22T13:12:43Z,2021-07-10T13:38:19Z,Cleveland National Forest,,San Diego,Japatul Valley Road and I-8 in San Diego County,86,100,,Cleveland National Forest,-116.6253,32.82731,Wildfire,f4c4de41-d8d4-4c66-9d9f-4f1ba285bf59,https://www.fire.ca.gov/incidents/2021/7/10/road-fire/,2021-07-17T13:12:30Z,2021-07-17,2021-07-10,N,FALSE,FALSE
Dexter Fire,Y,2021-07-30T09:44:02Z,2021-07-12T14:04:02Z,Inyo National Forest,,Mono,"Wickie Up Rd and Pilot Springs Rd, northeast of Mammoth Lakes",2965,100,,Inyo National Forest ,-118.8745,37.8024,Wildfire,4b66f232-6ab8-4e00-9f8b-957296920ed9,https://www.fire.ca.gov/incidents/2021/7/12/dexter-fire/,2021-07-30T09:43:42Z,2021-07-30,2021-07-12,N,FALSE,FALSE
Henry Fire,Y,2021-07-30T09:47:58Z,2021-06-25T19:53:41Z,Stanislaus National Forest,,Alpine,"East of Lake Alpine, Carson-Iceberg Wilderness",1320,100,,Henry Fire Information,-119.7512546,38.4504695,Wildfire,511f1793-96a5-4866-a993-1d271e03b076,https://www.fire.ca.gov/incidents/2021/6/25/henry-fire/,2021-07-30T09:47:10Z,2021-07-30,2021-06-25,N,FALSE,FALSE
Tobin Fire,Y,2021-07-31T22:39:47Z,2021-07-31T17:10:53Z,CAL FIRE San Luis Obispo,,San Luis Obispo,"Highway 46 East and Union Road, East of Paso Robles in San Luis Obispo County.",75,100,,CAL FIRE San Luis Obispo,-120.560856,35.65927,Wildfire,f9322f4b-03e1-4558-a920-f7318909de93,https://www.fire.ca.gov/incidents/2021/7/31/tobin-fire/,,,2021-07-31,N,TRUE,FALSE
Hiding Fire,Y,2021-08-05T09:33:01Z,2021-08-01T00:00:00Z,CAL FIRE Shasta-Trinity Unit,,Shasta,"Dale Ln and Panther Rd, south of Cloverdale",50,100,,,-122.482826,40.466364,Wildfire,61f3264e-f89f-42cc-820d-0e0a5ee29cdd,https://www.fire.ca.gov/incidents/2021/8/1/hiding-fire/,2021-08-01T20:47:13Z,2021-08-01,2021-08-01,N,TRUE,FALSE
Hungry Fire,Y,2021-08-06T15:46:55Z,2021-07-31T00:00:00Z,Ventura County Fire,,Los Angeles,"Quail Canyon Road and Goldhill Road, South of Frazer Park in Los Angeles County.",340,100,,Ventura County Fire ,-118.8217926,34.7479248,Wildfire,161f6906-6799-45ae-b6ca-c1d470050d81,https://www.fire.ca.gov/incidents/2021/7/31/hungry-fire/,2021-08-01T09:36:42Z,2021-08-01,2021-07-31,N,FALSE,FALSE
House Fire,Y,2021-08-10T20:50:09Z,2021-08-04T00:00:00Z,CAL FIRE Shasta Trinity Unit,,Shasta,"Highway 299 and Tollhouse Road, West of Redding",60,100,,,-122.506112,40.604986,Wildfire,1704f47a-b2bc-43fc-8c49-e62ffaf6021e,https://www.fire.ca.gov/incidents/2021/8/4/house-fire/,2021-08-10T20:50:02Z,2021-08-10,2021-08-04,N,TRUE,FALSE
Nelson Fire,Y,2021-08-13T08:44:56Z,2021-08-07T00:00:00Z,CAL FIRE/ Shasta-Trinity Unit,,Shasta,Nelson Creek Rd and Summit Lake Rd,20,100,,"Shasta County Fire Department, United States Forest Service, Burney Fire  Protection District, Shasta County Sheriff’s Office",-121.89008,41.034362,Wildfire,0249ff45-1a71-4a4f-88a7-6c1fc7a9aa20,https://www.fire.ca.gov/incidents/2021/8/7/nelson-fire/,2021-08-13T08:44:38Z,2021-08-13,2021-08-07,N,TRUE,FALSE
Middle Fire,Y,2021-08-13T20:53:36Z,2021-08-13T00:00:00Z,CAL FIRE Sonoma Lake Napa Unit,,Sonoma,"Middle Two Rock Road and Succetti Road, west of Petaluma in Sonoma County.",22,100,,CAL FIRE Sonoma Lake Napa Unit,-122.727542,38.250596,Wildfire,262f815e-e1b4-42d8-8889-6bb4638703e4,https://www.fire.ca.gov/incidents/2021/8/13/middle-fire/,,,2021-08-13,N,TRUE,FALSE
Coyote Fire,Y,2021-08-15T21:47:04Z,2021-08-13T00:00:00Z,CAL FIRE Sonoma-Lake-Napa Unit,,Lake,"State Highway 29 and Spruce Grove Road, Hidden Valley Lake in Lake County",127,100,,,-122.581257,38.826123,Wildfire,e8842a17-4f53-4803-9350-838ec34e66e9,https://www.fire.ca.gov/incidents/2021/8/13/coyote-fire/,2021-08-15T21:46:50Z,2021-08-15,2021-08-13,N,TRUE,FALSE
Antonio Fire,Y,2021-08-17T11:50:56Z,2021-08-03T13:02:00Z,Angeles National Forest,,Los Angeles,"Glendora Ridge Rd and Sunset Peak, west of Mt. Baldy",50,100,,Angeles National Forest,-117.65989,34.23604,Wildfire,bd71d34c-3ce0-419d-a2fe-2ef46a750e06,https://www.fire.ca.gov/incidents/2021/8/3/antonio-fire/,2021-08-16T08:00:00Z,2021-08-16,2021-08-03,N,FALSE,FALSE
Park Fire,Y,2021-08-17T11:54:17Z,2021-07-26T00:00:00Z,Sequoia National Forest,,Tulare,"Balch Park Rd and Bear Creek Dr, northeast of Springville",100,100,,Sequoia National Forest,-118.722167,36.199833,Wildfire,caf0f448-cdb3-4dc2-a247-35f6f4b41cb3,https://www.fire.ca.gov/incidents/2021/7/26/park-fire/,2021-07-31T08:00:00Z,2021-07-31,2021-07-26,N,FALSE,FALSE
